Løpende nr,Lagring boksnr-plassnr,Lagring plassnr,PrøveID-(eksternt)-eller-PJS-nummer-(VI-internt),Andre nummer,Bakterie art/stamme,Art (vert),Prosjekt,Prioritert? (Ja/Nei),BESTILLER (epost for svar),"Skal DNA ekstraheres 
(Ja/Nei)",DNA ekstraksjon startdato,"Nanodrop, ng/µL",A260/A280,A260/A230 (2.0-2.2),"Qubit,  ng/µL","DNA ekstraksjon/måling,
link","Library Prep, startdato link (LPååååmmddINITIALER)","MS/NS run # 
link",Dato sekvensert 1.gang,Kommentarer,Faktura,Dato sekvensert 2.gang,Kommentarer 2,DNA ekstrakt kastet (dato) eller sendt,Unnamed: 25,Qubit (gammel)
4424,NGS18,C3,2021-01-2609-1-1-1-2,6,Pseudomonas aeruginosa,,42015-NORM-VET,No,anne-margrete.urdahl@vetinst.no,WGS colonies - dish,6/13/2023,46.4,1.96,1.36,149.63,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4425,NGS18,C4,2022-01-4176-1-1-1-1,7,Campylobacter jejuni,,42015-NORM-VET,No,anne-margrete.urdahl@vetinst.no,WGS colonies - dish,6/13/2023,90.3,1.96,2.07,84.88,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4426,NGS18,C5,2023-01-5123-1-1-2-1,8,Escherichia coli,,42015-NORM-VET,No,anne-margrete.urdahl@vetinst.no,WGS colonies - dish,6/13/2023,91.5,1.95,1.47,89.16,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4427,NGS18,C6,2023-01-5124-1-1-2-1,9,Escherichia coli,,42015-NORM-VET,No,anne-margrete.urdahl@vetinst.no,WGS colonies - dish,6/13/2023,159.6,1.94,1.69,150.06,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4428,NGS18,C7,2023-01-5131-1-1-2-1,10,Escherichia coli,,42015-NORM-VET,No,anne-margrete.urdahl@vetinst.no,WGS colonies - dish,6/13/2023,66.4,1.95,1.5,71.83,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4429,NGS18,C8,2023-01-5287-1-1-2-1,11,Escherichia coli,,42015-NORM-VET,No,anne-margrete.urdahl@vetinst.no,WGS colonies - dish,6/13/2023,77.7,1.92,1.41,75.78,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4430,NGS18,C9,2023-01-5195-1-1-2-1,12,Escherichia coli,,42015-NORM-VET,No,anne-margrete.urdahl@vetinst.no,WGS colonies - dish,6/13/2023,102.9,1.94,1.54,107.12,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4431,NGS18,D5,2022-80-8-2-2-1-1,17,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/13/2023,120.1,1.98,2,135.38,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4432,NGS18,D6,2022-40-3583-1-9-1-1,18,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/13/2023,74.8,2.02,1.76,76.81,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4433,NGS18,D7,2022-40-4780-1-7-1-1,19,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/13/2023,69.9,1.96,1.68,72.25,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4434,NGS18,D8,2022-01-6889-1-1-1-1,20,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/13/2023,74.6,1.97,1.96,81.37,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4436,NGS18,E1,2023-04-16133-1-6-1-1,22,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/13/2023,115.4,1.99,1.8,120.95,"24-15715, 24-15718",LP230614-RFF-154,#154,6/15/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4437,NGS18,E2,203,203,Pasteurella unknown,,10411-SEQ-TECH,No,camilla.sekse@vetinst.no,WGS DNA,,129.633,1.83,2.042,104,,LP230614-RFF-154,#154,6/15/2023,"Allerede betalt, manglet data",,,,Kastet 21.05.2024 WHS,,
4438,NGS15,G4,2016-01-2956,20,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,214.7,1.9,2.4,297.6,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4439,NGS15,G5,2016-01-3169,21,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,195.9,1.9,2.3,198.2,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4440,NGS15,G6,2016-01-3196,22,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,180.1,1.9,2.4,167.3,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4441,NGS15,G7,2016-01-3367,23,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,87.2,2.0,2.2,90.3,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4442,NGS15,G8,2016-01-3368,24,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,157.7,1.9,2.3,228.9,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4443,NGS15,G9,2016-01-3503,25,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,116.7,1.9,2.6,126.3,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4444,NGS15,H1,2016-01-3733,26,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,181.4,1.9,2.4,296.4,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4445,NGS15,H2,2016-01-3939,27,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,198.1,1.9,2.5,289.7,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4446,NGS15,H3,2016-01-2771,28,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,179.6,2.0,2.5,302.4,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4447,NGS15,H4,2016-01-2776,29,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,226.9,1.9,2.3,255.4,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4448,NGS15,H5,2016-01-2899,30,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,175.9,2.0,2.4,216.1,24-14606,LP230619-ML-155,NS#17,6/30/2023,Failed QC etter prep,,,,Kastet 21.05.2024 WHS,,
4449,NGS15,H6,2016-01-2976,31,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,164.6,1.9,2.5,240.7,24-14606,LP230619-ML-155,NS#17,6/30/2023,Failed QC etter prep,,,,Kastet 21.05.2024 WHS,,
4450,NGS15,H7,2016-01-3034,32,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,172.2,1.9,2.4,255.6,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4451,NGS15,H8,2016-01-3195,33,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,139.5,1.9,2.3,162,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4452,NGS15,H9,2016-01-3198,34,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,167.5,2.0,2.3,239.3,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4453,NGS15,I1,2016-01-3199,35,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,287.7,1.9,2.5,377.8,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4454,NGS15,I2,2016-01-3200,36,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,269.8,1.9,2.4,310.1,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4455,NGS15,I3,2016-01-3305,37,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,199.4,1.9,2.4,252.2,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4456,NGS15,I4,2016-01-3615,38,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,137,1.9,2.1,140,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4457,NGS15,I5,2016-01-3674,39,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,210.5,1.9,2.4,327.5,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4458,NGS15,I6,2016-01-3818,40,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,175.5,1.9,2.3,209.9,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4459,NGS15,I7,2016-01-3908,41,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,163.5,1.9,2.6,176.4,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4460,NGS15,I8,2016-01-3987,42,Campylobacter jejuni,,12306-CampyWGS-pilot,No,kristin.pettersen@vetinst.no,WGS colonies - freezer,5/22/2023,283.3,1.9,2.5,270.6,24-14606,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4461,NGS16,D1,2002-01-2516,22,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,60,1.8,1.3,55,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4462,NGS16,D2,1/31/2004,24,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,64,1.7,1.3,54,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4463,NGS16,D3,2004-01-60,25,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,52,1.7,1.2,42,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4464,NGS16,D4,2004-01-145,26,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,56,1.8,1.7,43,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4465,NGS16,D5,2004-01-146,27,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,25,1.8,1.2,16,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4466,NGS16,D6,2004-01-149,28,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,59,1.8,1.3,45,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4467,NGS16,D7,2004-01-168,30,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,39,1.8,1.3,28,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4468,NGS16,D8,2004-01-218,31,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,56,1.8,1.6,42,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4469,NGS16,D9,2004-01-261,32,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,47,1.8,1.6,35,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4470,NGS16,E1,2004-01-293,33,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,55,1.8,1.6,38,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4471,NGS16,E2,2004-01-294,34,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,73,1.8,1.2,61,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4472,NGS16,E3,2004-01-295,35,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,69,1.8,1.8,49,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4473,NGS16,E4,2004-01-296,36,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,56,1.8,1.3,45,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4474,NGS16,E5,2004-01-339,37,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,68,1.7,1.2,51,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4475,NGS16,E6,2004-01-351-4,40,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,69,1.8,1.4,52,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4476,NGS16,E7,2004-01-364,41,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,56,1.8,1.5,40,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4477,NGS16,E8,2004-01-422,42,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,58,1.8,1.6,41,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4478,NGS16,E9,2004-01-1366,43,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,59,1.8,1.4,36,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4479,NGS16,F1,2004-01-1368-2,44,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,64,1.8,1.5,35,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4480,NGS16,F2,2004-01-1391-1,45,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,50,1.8,1.6,34,,LP230619-ML-155,NS#17,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4481,NGS16,F3,2004-01-1391-3,46,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,51,1.8,1.3,42,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4482,NGS16,F4,2004-01-1570,48,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,56,1.8,1.7,45,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4483,NGS16,F5,2002-01-877,49,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,59,1.8,1.5,50,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4484,NGS16,F6,2002-01-878,50,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,60,1.8,2,52,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4485,NGS16,F7,2002-01-891,51,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,58,1.8,1.7,46,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4486,NGS16,F8,2002-01-930,52,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,54,1.8,1.7,44,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4487,NGS16,F9,2002-01-931,53,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,100,1.8,1.9,72,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4488,NGS16,G1,2002-01-972,54,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,106,1.9,1.7,94,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4489,NGS16,G2,2002-01-1094,55,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,83,1.9,1.8,56,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4490,NGS16,G3,2002-01-1125,56,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,40,1.8,1.3,31,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4491,NGS16,G4,2002-01-1162,57,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,45,1.8,1.6,30,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4492,NGS16,G5,2002-01-1249,58,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,46,1.8,1.6,37,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4493,NGS16,G6,2002-01-1250,59,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,42,1.8,1.3,24,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4494,NGS16,G7,2002-01-1273,60,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,43,1.8,1.2,25,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4495,NGS16,G8,2002-01-1285,61,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,50,1.8,1.6,32,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4496,NGS16,G9,2002-01-1318,62,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,43,1.8,1.5,32,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4497,NGS16,H1,2002-01-1319,63,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,53,1.8,1.4,34,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4498,NGS16,H2,2002-01-1337,64,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,67,1.8,1.3,58,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4499,NGS18,D9,2023-04-14638-1-6-1-1,21,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/13/2023,78.7,2.0,1.3,69.8,"24-15715, 24-15718",LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4500,NGS18,E3,2004-01-1654,1,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,53,1.7,1.2,41,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4501,NGS18,E4,2006-01-1110,2,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,68,1.9,1.8,57,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4502,NGS18,E5,2006-01-1151,3,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,65,1.9,1.8,57,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4503,NGS18,E6,2006-01-1158,4,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,54,1.7,1.2,42,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4504,NGS18,E7,2006-01-2406,5,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,60,1.7,1.2,52,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4505,NGS18,E8,2006-01-2609,6,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,61,1.9,1.8,59,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4506,NGS18,E9,2006-01-3432,7,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,40,1.9,1.6,36,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4507,NGS18,F1,2006-01-3433,8,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,49,1.8,1.3,40,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4508,NGS18,F2,1/2/2007,9,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,73,1.8,1.8,62,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4509,NGS18,F3,1/15/2007,10,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,72,1.9,1.8,51,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4510,NGS18,F4,1/16/2007,11,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,57,1.8,1.3,50,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4511,NGS18,F5,2007-01-2615,12,Enterococcus faecium,,34073-ICONIC,No,anne-margrete.urdahl@vetinst.no,WGS DNA,,75,1.7,1.2,62,,LP230619-ML-155,,,,12/22-CAB,,,Kastet 21.05.2024 WHS,,
4512,NGS19,A6,2018-04-13674-1-4-1-1,1,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/15/2023,136.6,2.0,2.1,193,24-15958,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4513,NGS19,A7,2018-04-14369-1-3-1-1,2,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/15/2023,140.2,2.0,2.1,233.5,24-15958,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4514,NGS19,A8,2018-60-5235-1-2-1-1,3,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/15/2023,99.5,2.0,2,143,24-15958,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4515,NGS19,A9,2018-04-51367-1-3-1-1,4,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/15/2023,106.1,1.9,2.1,144,24-15958,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4516,NGS19,B1,2018-04-51367-2-3-1-1,5,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/15/2023,144.8,2.0,2.1,209.6,24-15958,LP230619-ML-155,,,Failed QC etter prep,,,,Kastet 21.05.2024 WHS,,
4517,NGS19,B2,2019-04-1070-1-3-1-1,6,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/15/2023,108,2.0,2,139.4,24-15958,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4518,NGS19,B3,2019-04-2885-2-4-1-1,7,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/15/2023,118.3,1.9,2,144.9,24-15958,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4519,NGS19,B4,2019-40-12088-2-5-1-1,8,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/15/2023,91.7,1.9,2.1,129.5,24-15958,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4520,NGS19,B5,2020-04-18365-1-5-2-1,9,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/15/2023,50,1.9,1.9,100.2,24-15958,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
4521,NGS19,B6,2020-04-19346-1-2-1-1,10,Escherichia coli,,21177_EDEC2021,No,Erik.Paulshus@vetinst.no,WGS colonies - dish,6/15/2023,62.7,1.9,2,136.1,24-15958,LP230619-ML-155,NS#17,6/30/2023,,08/23-CAB,,,Kastet 21.05.2024 WHS,,
